experiment_id,run_id,variant,epoch,accuracy,loss,val_accuracy,val_loss
FND-006,fnd006_05_adam_0p001,Adam_0.001_constant,8,0.3333333432674408,1.1018513441085815,0.3333333432674408,1.0986549854278564
FND-006,fnd006_05_adam_0p001,Adam_0.001_constant,9,0.3499999940395355,1.0976390838623047,0.3333333432674408,1.0985426902770996
FND-006,fnd006_05_adam_0p001,Adam_0.001_constant,10,0.32777777314186096,1.0980162620544434,0.3166666626930237,1.0990275144577026
FND-006,fnd006_05_adam_0p001,Adam_0.001_constant,11,0.31111112236976624,1.1036887168884277,0.3166666626930237,1.0988900661468506
FND-006,fnd006_05_adam_0p001,Adam_0.001_constant,12,0.3499999940395355,1.0991109609603882,0.3499999940395355,1.0987632274627686
FND-006,fnd006_05_adam_0p001,Adam_0.001_constant,13,0.3166666626930237,1.100745439529419,0.3333333432674408,1.0985915660858154
FND-006,fnd006_06_adam_0p0003,Adam_0.0003_constant,1,0.3444444537162781,1.1462033987045288,0.3333333432674408,1.1025744676589966
FND-006,fnd006_06_adam_0p0003,Adam_0.0003_constant,2,0.31111112236976624,1.1438781023025513,0.3333333432674408,1.1034549474716187
FND-006,fnd006_06_adam_0p0003,Adam_0.0003_constant,3,0.3222222328186035,1.1269010305404663,0.36666667461395264,1.0996042490005493
FND-006,fnd006_06_adam_0p0003,Adam_0.0003_constant,4,0.3444444537162781,1.104615569114685,0.3333333432674408,1.101228952407837
FND-006,fnd006_06_adam_0p0003,Adam_0.0003_constant,5,0.3333333432674408,1.1043250560760498,0.3333333432674408,1.104876160621643
FND-006,fnd006_06_adam_0p0003,Adam_0.0003_constant,6,0.3222222328186035,1.1164835691452026,0.3333333432674408,1.1012970209121704
FND-006,fnd006_06_adam_0p0003,Adam_0.0003_constant,7,0.3166666626930237,1.119895100593567,0.3333333432674408,1.0998984575271606
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,1,0.42222222685813904,1.2190908193588257,0.3333333432674408,1.1057649850845337
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,2,0.3499999940395355,1.1827431917190552,0.3333333432674408,1.1090805530548096
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,3,0.32777777314186096,1.1355531215667725,0.3333333432674408,1.0996261835098267
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,4,0.3444444537162781,1.0998337268829346,0.3333333432674408,1.0989224910736084
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,5,0.31111112236976624,1.1031049489974976,0.3333333432674408,1.1036335229873657
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,6,0.3222222328186035,1.0992192029953003,0.3333333432674408,1.1060445308685303
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,7,0.3055555522441864,1.1212661266326904,0.3333333432674408,1.099244475364685
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,8,0.3055555522441864,1.101961374282837,0.3333333432674408,1.098520278930664
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,9,0.3444444537162781,1.0983175039291382,0.3333333432674408,1.0984967947006226
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,10,0.32777777314186096,1.098389983177185,0.3333333432674408,1.098636507987976
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,11,0.32777777314186096,1.0988965034484863,0.3333333432674408,1.103808879852295
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,12,0.3499999940395355,1.10191011428833,0.3333333432674408,1.0987322330474854
FND-006,fnd006_07_adamw_0p001,AdamW_0.001_constant,13,0.3333333432674408,1.0982931852340698,0.3333333432674408,1.0988428592681885
FND-006,fnd006_08_adamw_0p0003,AdamW_0.0003_constant,1,0.3444444537162781,1.1462033987045288,0.3333333432674408,1.1025744676589966
FND-006,fnd006_08_adamw_0p0003,AdamW_0.0003_constant,2,0.31111112236976624,1.1438779830932617,0.3333333432674408,1.1034549474716187
FND-006,fnd006_08_adamw_0p0003,AdamW_0.0003_constant,3,0.3222222328186035,1.1269010305404663,0.36666667461395264,1.0996042490005493
FND-006,fnd006_08_adamw_0p0003,AdamW_0.0003_constant,4,0.3444444537162781,1.104615569114685,0.3333333432674408,1.1012288331985474
FND-006,fnd006_08_adamw_0p0003,AdamW_0.0003_constant,5,0.3333333432674408,1.1043250560760498,0.3333333432674408,1.104876160621643
FND-006,fnd006_08_adamw_0p0003,AdamW_0.0003_constant,6,0.3222222328186035,1.1164835691452026,0.3333333432674408,1.1012970209121704
FND-006,fnd006_08_adamw_0p0003,AdamW_0.0003_constant,7,0.3166666626930237,1.1198948621749878,0.3333333432674408,1.0998984575271606
FND-006,fnd006_09_adam_exponential_decay_0p003,Adam_0.003_exponential_decay,1,0.3611111044883728,1.683402180671692,0.3333333432674408,1.468155026435852
FND-006,fnd006_09_adam_exponential_decay_0p003,Adam_0.003_exponential_decay,2,0.3444444537162781,1.4627970457077026,0.3333333432674408,1.2288209199905396
FND-006,fnd006_09_adam_exponential_decay_0p003,Adam_0.003_exponential_decay,3,0.3222222328186035,1.2378829717636108,0.3333333432674408,1.1259645223617554
FND-006,fnd006_09_adam_exponential_decay_0p003,Adam_0.003_exponential_decay,4,0.32777777314186096,1.13540518283844,0.3333333432674408,1.1167137622833252
FND-006,fnd006_09_adam_exponential_decay_0p003,Adam_0.003_exponential_decay,5,0.3444444537162781,1.1125296354293823,0.3333333432674408,1.099010944366455
FND-006,fnd006_09_adam_exponential_decay_0p003,Adam_0.003_exponential_decay,6,0.3611111044883728,1.099095106124878,0.3333333432674408,1.098805546760559
FND-006,fnd006_09_adam_exponential_decay_0p003,Adam_0.003_exponential_decay,7,0.31111112236976624,1.0985804796218872,0.3333333432674408,1.098896861076355
FND-006,fnd006_09_adam_exponential_decay_0p003,Adam_0.003_exponential_decay,8,0.3333333432674408,1.0982396602630615,0.3333333432674408,1.099139928817749
FND-006,fnd006_09_adam_exponential_decay_0p003,Adam_0.003_exponential_decay,9,0.3333333432674408,1.0990828275680542,0.3333333432674408,1.099409818649292
FND-006,fnd006_09_adam_exponential_decay_0p003,Adam_0.003_exponential_decay,10,0.3333333432674408,1.1001282930374146,0.3333333432674408,1.0996204614639282
FND-006,fnd006_06_adam_0p0003_seed43,Adam_0.0003_constant_stability_repeat,1,0.2944444417953491,1.1996290683746338,0.3333333432674408,1.1188240051269531
FND-006,fnd006_06_adam_0p0003_seed43,Adam_0.0003_constant_stability_repeat,2,0.3222222328186035,1.1158440113067627,0.3333333432674408,1.101755976676941
FND-006,fnd006_06_adam_0p0003_seed43,Adam_0.0003_constant_stability_repeat,3,0.31111112236976624,1.140804648399353,0.3333333432674408,1.099829912185669
FND-006,fnd006_06_adam_0p0003_seed43,Adam_0.0003_constant_stability_repeat,4,0.3499999940395355,1.0991986989974976,0.3333333432674408,1.100781798362732
FND-006,fnd006_06_adam_0p0003_seed43,Adam_0.0003_constant_stability_repeat,5,0.3222222328186035,1.120030164718628,0.3333333432674408,1.1000574827194214
FND-006,fnd006_06_adam_0p0003_seed43,Adam_0.0003_constant_stability_repeat,6,0.30000001192092896,1.1295790672302246,0.3333333432674408,1.1010146141052246
FND-006,fnd006_06_adam_0p0003_seed43,Adam_0.0003_constant_stability_repeat,7,0.33888888359069824,1.0980587005615234,0.3499999940395355,1.0999913215637207
FND-006,fnd006_06_adam_0p0003_seed44,Adam_0.0003_constant_stability_repeat,1,0.3333333432674408,1.2548915147781372,0.3333333432674408,1.1022098064422607
FND-006,fnd006_06_adam_0p0003_seed44,Adam_0.0003_constant_stability_repeat,2,0.3888888955116272,1.1190674304962158,0.3499999940395355,1.1001774072647095
FND-006,fnd006_06_adam_0p0003_seed44,Adam_0.0003_constant_stability_repeat,3,0.3222222328186035,1.1431944370269775,0.3333333432674408,1.0993517637252808
FND-006,fnd006_06_adam_0p0003_seed44,Adam_0.0003_constant_stability_repeat,4,0.3055555522441864,1.1196659803390503,0.3333333432674408,1.0994818210601807
FND-006,fnd006_06_adam_0p0003_seed44,Adam_0.0003_constant_stability_repeat,5,0.3888888955116272,1.1007918119430542,0.3333333432674408,1.099929690361023
FND-006,fnd006_06_adam_0p0003_seed44,Adam_0.0003_constant_stability_repeat,6,0.39444443583488464,1.1040427684783936,0.3333333432674408,1.100278377532959
FND-006,fnd006_06_adam_0p0003_seed44,Adam_0.0003_constant_stability_repeat,7,0.33888888359069824,1.1151435375213623,0.3333333432674408,1.1005171537399292
FND-007,fnd007_small,small,1,0.2888889014720917,1.1507986783981323,0.3333333432674408,1.1032307147979736
FND-007,fnd007_small,small,2,0.30000001192092896,1.1238354444503784,0.3333333432674408,1.1037249565124512
FND-007,fnd007_small,small,3,0.3222222328186035,1.1101102828979492,0.3333333432674408,1.1034809350967407
FND-007,fnd007_small,small,4,0.33888888359069824,1.100748062133789,0.3333333432674408,1.101732850074768
FND-007,fnd007_small,small,5,0.3166666626930237,1.1025842428207397,0.3333333432674408,1.1001152992248535
FND-007,fnd007_small,small,6,0.3055555522441864,1.1057045459747314,0.3333333432674408,1.0995514392852783
FND-007,fnd007_small,small,7,0.24444444477558136,1.1072462797164917,0.3166666626930237,1.099907636642456
FND-007,fnd007_small,small,8,0.31111112236976624,1.0996437072753906,0.3333333432674408,1.1035714149475098
FND-007,fnd007_small,small,9,0.32777777314186096,1.104384422302246,0.3333333432674408,1.106720209121704
FND-007,fnd007_small,small,10,0.33888888359069824,1.1009151935577393,0.3333333432674408,1.1013026237487793
FND-007,fnd007_small,small,11,0.3055555522441864,1.1032713651657104,0.3333333432674408,1.1002706289291382
FND-007,fnd007_medium,medium,1,0.3444444537162781,1.1462033987045288,0.3333333432674408,1.1025744676589966
FND-007,fnd007_medium,medium,2,0.31111112236976624,1.1438781023025513,0.3333333432674408,1.1034549474716187
FND-007,fnd007_medium,medium,3,0.3222222328186035,1.1269010305404663,0.36666667461395264,1.0996042490005493
FND-007,fnd007_medium,medium,4,0.3444444537162781,1.104615569114685,0.3333333432674408,1.101228952407837
FND-007,fnd007_medium,medium,5,0.3333333432674408,1.1043250560760498,0.3333333432674408,1.104876160621643
FND-007,fnd007_medium,medium,6,0.3222222328186035,1.1164835691452026,0.3333333432674408,1.1012970209121704
FND-007,fnd007_medium,medium,7,0.3166666626930237,1.119895100593567,0.3333333432674408,1.0998984575271606
FND-007,fnd007_medium,medium,8,0.2777777910232544,1.115147352218628,0.3333333432674408,1.0994402170181274
FND-007,fnd007_medium,medium,9,0.3499999940395355,1.0899410247802734,0.3333333432674408,1.1023205518722534
FND-007,fnd007_medium,medium,10,0.3499999940395355,1.1012110710144043,0.3333333432674408,1.099629282951355
FND-007,fnd007_medium,medium,11,0.3611111044883728,1.0952279567718506,0.3333333432674408,1.0988309383392334
FND-007,fnd007_medium,medium,12,0.3777777850627899,1.0935161113739014,0.3333333432674408,1.0988194942474365
FND-007,fnd007_medium,medium,13,0.3166666626930237,1.0976214408874512,0.3333333432674408,1.1012779474258423
FND-007,fnd007_medium,medium,14,0.3722222149372101,1.098811388015747,0.3333333432674408,1.1024125814437866
FND-007,fnd007_medium,medium,15,0.3055555522441864,1.1212018728256226,0.3333333432674408,1.1014846563339233
FND-007,fnd007_medium,medium,16,0.3499999940395355,1.1099814176559448,0.3333333432674408,1.1022465229034424
FND-007,fnd007_medium,medium,17,0.3222222328186035,1.1015238761901855,0.3333333432674408,1.1009249687194824
FND-007,fnd007_large,large,1,0.28333333134651184,1.2356897592544556,0.3333333432674408,1.1151031255722046
FND-007,fnd007_large,large,2,0.32777777314186096,1.133022665977478,0.3333333432674408,1.1001497507095337
FND-007,fnd007_large,large,3,0.3333333432674408,1.1269558668136597,0.3333333432674408,1.1051769256591797
FND-007,fnd007_large,large,4,0.3444444537162781,1.1202800273895264,0.3333333432674408,1.1025946140289307
FND-007,fnd007_large,large,5,0.3777777850627899,1.1092272996902466,0.3333333432674408,1.099676251411438
FND-007,fnd007_large,large,6,0.3499999940395355,1.1082106828689575,0.3333333432674408,1.0995641946792603
FND-007,fnd007_large,large,7,0.3611111044883728,1.1119439601898193,0.3333333432674408,1.100407361984253
FND-007,fnd007_large,large,8,0.3333333432674408,1.1169966459274292,0.3333333432674408,1.1015568971633911
FND-007,fnd007_large,large,9,0.31111112236976624,1.109756350517273,0.3333333432674408,1.0989940166473389
FND-007,fnd007_large,large,10,0.3222222328186035,1.0997973680496216,0.3333333432674408,1.099031686782837
FND-007,fnd007_large,large,11,0.42222222685813904,1.0837945938110352,0.3333333432674408,1.099871277809143
FND-007,fnd007_large,large,12,0.36666667461395264,1.1013901233673096,0.3333333432674408,1.1013590097427368
FND-007,fnd007_large,large,13,0.31111112236976624,1.1073330640792847,0.3333333432674408,1.1024473905563354
FND-007,fnd007_large,large,14,0.3055555522441864,1.1102977991104126,0.3333333432674408,1.0998324155807495
FND-008,fnd008_01_baseline,baseline,1,0.42222222685813904,1.2190910577774048,0.3333333432674408,1.1057649850845337
FND-008,fnd008_01_baseline,baseline,2,0.3499999940395355,1.182743787765503,0.3333333432674408,1.1090805530548096
FND-008,fnd008_01_baseline,baseline,3,0.32777777314186096,1.135553240776062,0.3333333432674408,1.0996261835098267
FND-008,fnd008_01_baseline,baseline,4,0.3444444537162781,1.100180745124817,0.3333333432674408,1.0988456010818481
FND-008,fnd008_01_baseline,baseline,5,0.3166666626930237,1.1034166812896729,0.3333333432674408,1.1020903587341309
FND-008,fnd008_01_baseline,baseline,6,0.3166666626930237,1.1019591093063354,0.3333333432674408,1.1049925088882446
FND-008,fnd008_01_baseline,baseline,7,0.3055555522441864,1.1180603504180908,0.3333333432674408,1.0989710092544556
FND-008,fnd008_01_baseline,baseline,8,0.3333333432674408,1.1018513441085815,0.3333333432674408,1.0986549854278564
FND-008,fnd008_01_baseline,baseline,9,0.3499999940395355,1.0976390838623047,0.3333333432674408,1.0985426902770996
FND-008,fnd008_01_baseline,baseline,10,0.32777777314186096,1.0980162620544434,0.3166666626930237,1.0990275144577026
FND-008,fnd008_01_baseline,baseline,11,0.31111112236976624,1.1036887168884277,0.3166666626930237,1.0988900661468506
FND-008,fnd008_01_baseline,baseline,12,0.3499999940395355,1.0991109609603882,0.3499999940395355,1.0987632274627686
FND-008,fnd008_01_baseline,baseline,13,0.3166666626930237,1.100745439529419,0.3333333432674408,1.0985915660858154
FND-008,fnd008_02_l2_regularization,l2_regularization,1,0.4166666567325592,1.2376528978347778,0.3333333432674408,1.1185861825942993
FND-008,fnd008_02_l2_regularization,l2_regularization,2,0.3333333432674408,1.2017449140548706,0.3333333432674408,1.119107723236084
FND-008,fnd008_02_l2_regularization,l2_regularization,3,0.32777777314186096,1.14681875705719,0.3333333432674408,1.1173557043075562
FND-008,fnd008_02_l2_regularization,l2_regularization,4,0.3444444537162781,1.1179739236831665,0.3333333432674408,1.1158133745193481
FND-008,fnd008_02_l2_regularization,l2_regularization,5,0.33888888359069824,1.1211405992507935,0.3333333432674408,1.116628646850586
FND-008,fnd008_02_l2_regularization,l2_regularization,6,0.3333333432674408,1.1179918050765991,0.3333333432674408,1.1208206415176392
FND-008,fnd008_02_l2_regularization,l2_regularization,7,0.33888888359069824,1.1340035200119019,0.3333333432674408,1.1146191358566284
FND-008,fnd008_02_l2_regularization,l2_regularization,8,0.32777777314186096,1.1221706867218018,0.3333333432674408,1.112958312034607
FND-008,fnd008_02_l2_regularization,l2_regularization,9,0.35555556416511536,1.1136436462402344,0.3333333432674408,1.1122157573699951
FND-008,fnd008_02_l2_regularization,l2_regularization,10,0.3222222328186035,1.1138139963150024,0.3499999940395355,1.1120412349700928
FND-008,fnd008_02_l2_regularization,l2_regularization,11,0.33888888359069824,1.1124354600906372,0.3333333432674408,1.1118812561035156
FND-008,fnd008_02_l2_regularization,l2_regularization,12,0.3444444537162781,1.1114976406097412,0.3333333432674408,1.1116842031478882
FND-008,fnd008_02_l2_regularization,l2_regularization,13,0.3444444537162781,1.1108139753341675,0.3333333432674408,1.111585021018982
FND-008,fnd008_02_l2_regularization,l2_regularization,14,0.33888888359069824,1.1108018159866333,0.3333333432674408,1.111545205116272
FND-008,fnd008_02_l2_regularization,l2_regularization,15,0.32777777314186096,1.112297534942627,0.3333333432674408,1.111367106437683
FND-008,fnd008_02_l2_regularization,l2_regularization,16,0.3333333432674408,1.1112627983093262,0.3333333432674408,1.1112425327301025
FND-008,fnd008_02_l2_regularization,l2_regularization,17,0.3333333432674408,1.1113184690475464,0.3333333432674408,1.1111942529678345
FND-008,fnd008_02_l2_regularization,l2_regularization,18,0.32777777314186096,1.1110974550247192,0.3333333432674408,1.1111502647399902
FND-008,fnd008_02_l2_regularization,l2_regularization,19,0.32777777314186096,1.1112314462661743,0.3333333432674408,1.111112356185913
FND-008,fnd008_02_l2_regularization,l2_regularization,20,0.32777777314186096,1.1116139888763428,0.3333333432674408,1.111014485359192
